,gender,year,name,committees
3,M,2017,Blumenthal,armed services
4,M,2017,Blunt,appropriations
5,M,2017,Booker,"commerce, science, and transportation"
6,M,2017,Boozman,"agriculture, nutrition, and forestry"
7,M,2017,Brown,"agriculture, nutrition, and forestry"
8,M,2017,Burr,finance
9,W,2017,Capito,appropriations
10,M,2017,Cardin,environment and public works
11,M,2017,Carper,environment and public works
12,M,2017,Casey,"agriculture, nutrition, and forestry"
13,M,2017,Cassidy,energy and natural resources
14,M,2017,Cochran,"agriculture, nutrition, and forestry"
15,M,2017,Coons,appropriations
16,M,2017,Corker,"banking, housing, and urban affairs"
17,M,2017,Cornyn,finance
18,M,2017,Cotton,armed services
19,M,2017,Crapo,"banking, housing, and urban affairs"
20,M,2017,Cruz,armed services
21,M,2017,Daines,"agriculture, nutrition, and forestry"
22,M,2017,Donnelly,"agriculture, nutrition, and forestry"
23,M,2017,Durbin,appropriations
24,M,2017,Enzi,budget
25,W,2017,Ernst,"agriculture, nutrition, and forestry"
26,W,2017,Feinstein,appropriations
27,W,2017,Fischer,armed services
28,M,2017,Flake,energy and natural resources
29,M,2017,Franken,energy and natural resources
30,M,2017,Gardner,budget
31,W,2017,Gillibrand,"agriculture, nutrition, and forestry"
32,M,2017,Graham,appropriations
33,M,2017,Grassley,"agriculture, nutrition, and forestry"
34,M,2017,Hatch,finance
35,M,2017,Heinrich,armed services
36,M,2017,Heller,"banking, housing, and urban affairs"
37,M,2017,Hoeven,"agriculture, nutrition, and forestry"
38,M,2017,Inhofe,armed services
39,M,2017,Isakson,finance
40,M,2017,Johnson,budget
41,M,2017,Kaine,armed services
42,M,2017,Kennedy,appropriations
43,M,2017,King,armed services
44,M,2017,Lankford,appropriations
45,M,2017,Leahy,"agriculture, nutrition, and forestry"
46,M,2017,Lee,"commerce, science, and transportation"
47,M,2017,Manchin,appropriations
48,M,2017,Markey,"commerce, science, and transportation"
49,M,2017,Mccain,armed services
50,W,2017,Mccaskill,armed services
51,M,2017,Mcconnell,"agriculture, nutrition, and forestry"
52,M,2017,Menendez,"banking, housing, and urban affairs"
53,M,2017,Merkley,appropriations
54,M,2017,Moran,appropriations
55,M,2017,Murphy,appropriations
56,W,2017,Murray,appropriations
57,M,2017,Nelson,armed services
58,M,2017,Paul,foreign relations
59,M,2017,Perdue,"agriculture, nutrition, and forestry"
60,M,2017,Peters,armed services
61,M,2017,Portman,energy and natural resources
62,M,2017,Reed,appropriations
63,M,2017,Risch,energy and natural resources
64,M,2017,Roberts,"agriculture, nutrition, and forestry"
65,M,2017,Rounds,armed services
66,M,2017,Rubio,appropriations
67,M,2017,Sanders,budget
68,M,2017,Sasse,armed services
69,M,2017,Schatz,appropriations
70,M,2017,Schumer,rules and administration
71,W,2017,Shaheen,appropriations
72,M,2017,Shelby,appropriations
73,M,2017,Strange,"agriculture, nutrition, and forestry"
74,M,2017,Sullivan,armed services
75,M,2017,Tester,appropriations
76,M,2017,Thune,"agriculture, nutrition, and forestry"
77,M,2017,Tillis,armed services
78,M,2017,Toomey,"banking, housing, and urban affairs"
79,M,2017,Udall,appropriations
80,M,2017,Van,"agriculture, nutrition, and forestry"
81,M,2017,Warner,"banking, housing, and urban affairs"
82,M,2017,Whitehouse,budget
83,M,2017,Wicker,armed services
84,M,2017,Wyden,budget
85,M,2017,Young,"commerce, science, and transportation"
0,M,2019,Alexander,appropriations
1,M,2019,Barrasso,energy and natural resources
2,M,2019,Bennet,"agriculture, nutrition, and forestry"
3,W,2019,Blackburn,armed services
4,M,2019,Blumenthal,armed services
5,M,2019,Blunt,appropriations
6,M,2019,Booker,environment and public works
7,M,2019,Boozman,"agriculture, nutrition, and forestry"
8,M,2019,Braun,"agriculture, nutrition, and forestry"
9,M,2019,Brown,"agriculture, nutrition, and forestry"
10,M,2019,Burr,finance
11,W,2019,Capito,appropriations
12,M,2019,Cardin,environment and public works
13,M,2019,Carper,environment and public works
14,M,2019,Casey,"agriculture, nutrition, and forestry"
15,M,2019,Cassidy,energy and natural resources
16,M,2019,Coons,appropriations
17,M,2019,Cornyn,finance
18,M,2019,Cotton,armed services
19,M,2019,Cramer,armed services
20,M,2019,Crapo,"banking, housing, and urban affairs"
21,M,2019,Cruz,"commerce, science, and transportation"
22,M,2019,Daines,appropriations
23,M,2019,Durbin,"agriculture, nutrition, and forestry"
24,M,2019,Enzi,budget
25,W,2019,Feinstein,appropriations
26,W,2019,Fischer,"agriculture, nutrition, and forestry"
27,M,2019,Gardner,"commerce, science, and transportation"
28,W,2019,Gillibrand,"agriculture, nutrition, and forestry"
29,M,2019,Graham,appropriations
30,M,2019,Grassley,"agriculture, nutrition, and forestry"
31,M,2019,Hawley,armed services
32,M,2019,Heinrich,armed services
33,M,2019,Hoeven,"agriculture, nutrition, and forestry"
34,W,2019,Hyde-smith,"agriculture, nutrition, and forestry"
35,M,2019,Inhofe,armed services
36,M,2019,Isakson,finance
37,M,2019,Johnson,budget
38,M,2019,Jones,armed services
39,M,2019,Kaine,armed services
40,M,2019,Kennedy,appropriations
41,M,2019,King,armed services
42,M,2019,Lankford,appropriations
43,M,2019,Leahy,"agriculture, nutrition, and forestry"
44,M,2019,Lee,"commerce, science, and transportation"
45,M,2019,Manchin,appropriations
46,M,2019,Markey,"commerce, science, and transportation"
47,M,2019,Mcconnell,"agriculture, nutrition, and forestry"
48,M,2019,Menendez,"banking, housing, and urban affairs"
49,M,2019,Merkley,appropriations
50,M,2019,Moran,appropriations
51,M,2019,Murphy,appropriations
52,W,2019,Murray,appropriations
53,M,2019,Paul,foreign relations
54,M,2019,Perdue,"agriculture, nutrition, and forestry"
55,M,2019,Peters,armed services
56,M,2019,Portman,finance
57,M,2019,Reed,appropriations
58,M,2019,Risch,energy and natural resources
59,M,2019,Roberts,"agriculture, nutrition, and forestry"
60,M,2019,Romney,foreign relations
61,M,2019,Rounds,armed services
62,M,2019,Rubio,appropriations
63,M,2019,Sanders,budget
64,M,2019,Sasse,"banking, housing, and urban affairs"
65,M,2019,Schatz,appropriations
66,M,2019,Schumer,rules and administration
67,M,2019,Scott,"banking, housing, and urban affairs"
68,W,2019,Shaheen,appropriations
69,M,2019,Shelby,appropriations
70,M,2019,Sullivan,armed services
71,M,2019,Tester,appropriations
72,M,2019,Thune,"agriculture, nutrition, and forestry"
73,M,2019,Tillis,armed services
74,M,2019,Toomey,"banking, housing, and urban affairs"
75,M,2019,Udall,appropriations
76,M,2019,Van,appropriations
77,M,2019,Warner,"banking, housing, and urban affairs"
78,M,2019,Whitehouse,budget
79,M,2019,Wicker,armed services
80,M,2019,Wyden,budget
81,M,2019,Young,"commerce, science, and transportation"
0,M,2021,Barrasso,energy and natural resources
1,M,2021,Bennet,"agriculture, nutrition, and forestry"
2,W,2021,Blackburn,armed services
3,M,2021,Blumenthal,armed services
4,M,2021,Blunt,appropriations
5,M,2021,Booker,"agriculture, nutrition, and forestry"
6,M,2021,Boozman,"agriculture, nutrition, and forestry"
7,M,2021,Braun,"agriculture, nutrition, and forestry"
8,M,2021,Brown,"agriculture, nutrition, and forestry"
9,M,2021,Burr,finance
10,W,2021,Capito,appropriations
11,M,2021,Cardin,environment and public works
12,M,2021,Carper,environment and public works
13,M,2021,Casey,finance
14,M,2021,Cassidy,energy and natural resources
15,M,2021,Coons,appropriations
16,M,2021,Cornyn,finance
17,M,2021,Cotton,armed services
18,M,2021,Cramer,armed services
19,M,2021,Crapo,"banking, housing, and urban affairs"
20,M,2021,Cruz,"commerce, science, and transportation"
21,M,2021,Daines,"banking, housing, and urban affairs"
22,M,2021,Durbin,"agriculture, nutrition, and forestry"
23,W,2021,Feinstein,appropriations
24,W,2021,Fischer,"agriculture, nutrition, and forestry"
25,W,2021,Gillibrand,"agriculture, nutrition, and forestry"
26,M,2021,Graham,appropriations
27,M,2021,Grassley,"agriculture, nutrition, and forestry"
28,M,2021,Hagerty,appropriations
29,M,2021,Hawley,armed services
30,M,2021,Heinrich,appropriations
31,M,2021,Hickenlooper,"commerce, science, and transportation"
32,M,2021,Hoeven,"agriculture, nutrition, and forestry"
33,W,2021,Hyde-smith,"agriculture, nutrition, and forestry"
34,M,2021,Lnhofe,armed services
35,M,2021,Johnson,budget
36,M,2021,Kaine,armed services
37,M,2021,Kelly,armed services
38,M,2021,Kennedy,appropriations
39,M,2021,King,armed services
40,M,2021,Lankford,energy and natural resources
41,M,2021,Leahy,"agriculture, nutrition, and forestry"
42,M,2021,Lee,"commerce, science, and transportation"
43,M,2021,Luja´n,"agriculture, nutrition, and forestry"
44,M,2021,Manchin,appropriations
45,M,2021,Markey,"commerce, science, and transportation"
46,M,2021,Marshall,"agriculture, nutrition, and forestry"
47,M,2021,Mcconnell,"agriculture, nutrition, and forestry"
48,M,2021,Menendez,"banking, housing, and urban affairs"
49,M,2021,Merkley,appropriations
50,M,2021,Moran,appropriations
51,M,2021,Murphy,appropriations
52,W,2021,Murray,appropriations
53,M,2021,Ossoff,"banking, housing, and urban affairs"
54,M,2021,Padilla,budget
55,M,2021,Paul,foreign relations
56,M,2021,Peters,armed services
57,M,2021,Portman,finance
58,M,2021,Reed,appropriations
59,M,2021,Risch,energy and natural resources
60,M,2021,Romney,budget
61,M,2021,Rounds,armed services
62,M,2021,Rubio,appropriations
63,M,2021,Sanders,budget
64,M,2021,Sasse,budget
65,M,2021,Schatz,appropriations
66,M,2021,Schumer,rules and administration
67,M,2021,Scott,"banking, housing, and urban affairs"
68,W,2021,Shaheen,appropriations
69,M,2021,Shelby,appropriations
70,M,2021,Sullivan,armed services
71,M,2021,Tester,appropriations
72,M,2021,Thune,"agriculture, nutrition, and forestry"
73,M,2021,Tillis,armed services
74,M,2021,Toomey,"banking, housing, and urban affairs"
75,M,2021,Tuberville,"agriculture, nutrition, and forestry"
76,M,2021,Van,appropriations
77,M,2021,Warner,"banking, housing, and urban affairs"
78,M,2021,Warnock,"agriculture, nutrition, and forestry"
79,M,2021,Whitehouse,budget
80,M,2021,Wicker,armed services
81,M,2021,Wyden,budget
82,M,2021,Young,"commerce, science, and transportation"
